datetime,timber_production,cereal_production,rainfall,temperature,latitude,longitude
2018-05-01,301892,19547476,medium,low,9.411667499786518,41.86795123430955
2018-10-01,360261,29790688,medium,low,7.271256423628944,37.827531405135616
2018-11-01,848607,14398896,medium,low,10.01589310407371,42.96424975660452
2018-02-01,2292377,190508,medium,low,8.266672073562917,33.771959213183294
2018-06-01,741853,12704465,medium,low,8.961719520399658,41.32529792933525
2018-05-01,2382950,19314072,medium,low,12.21182865182565,42.036142393858064
2018-10-01,1762407,19404768,medium,low,6.681502947380034,38.671581373759565
2018-11-01,2298936,25182690,medium,low,5.666941704607272,45.07237736615279
2018-08-01,540871,9532931,medium,low,10.14475632012233,40.70427414081188
2018-03-01,672979,1251046,medium,low,4.81631121639732,37.423136587161295
2018-04-01,1896017,19555857,medium,low,3.9229458692459156,38.13047579010322
2018-04-01,2998028,24269003,medium,low,11.670628418688631,36.0984421277612
2018-01-01,2772953,28184853,medium,low,9.811755069853373,41.91186792304134
2018-06-01,2092484,10903659,medium,low,8.228687745344862,43.57274416398798
2018-08-01,2977320,9277501,medium,low,11.64342438450918,35.398965666955284
2018-06-01,2686230,466108,medium,low,7.9911964302120015,33.63843128992155
2018-01-01,1145765,15212622,medium,low,13.688572514572991,37.234174573820674
2018-06-01,2580582,764032,medium,low,6.75577674886498,42.940636482860675
2018-12-01,2913847,24789766,medium,low,11.636616989028461,41.14325631181986
2018-05-01,2804883,22219123,medium,low,6.842151454415471,38.516329103163024
2018-03-01,2251898,6224511,medium,low,5.346659092007372,37.40735683967124
2018-05-01,1140110,19623743,medium,low,4.881755541372438,40.8473221739057
2018-05-01,1223549,10373983,medium,low,12.941330115364023,39.375875294337035
2018-07-01,1357644,21554662,medium,low,11.111846399128396,35.21293927056231
2018-09-01,2790206,13512307,medium,low,6.1537220900987695,35.05860692935251
2018-10-01,1773940,7415106,medium,low,10.126663404125235,38.902832838645175
2018-07-01,436665,12475855,medium,low,8.854851186336038,40.40861289222536
2018-11-01,223843,16106676,medium,low,7.361538739165101,42.7148096883279
2018-04-01,884668,9472561,medium,low,7.072171025217646,37.63798571689247
2018-04-01,1453355,3684979,medium,low,12.258772269889475,38.77777208658561
2018-05-01,1137942,28352042,medium,low,9.671669247369966,38.99496156290665
2018-04-01,1082699,10119736,medium,low,4.243453482694442,41.631323830328334
2018-07-01,987410,13299904,medium,low,10.529290398556396,41.541186014970584
2018-10-01,1369527,17451135,medium,low,8.279993562870157,43.70515993712371
2018-03-01,920003,10352137,medium,low,3.955979080571795,38.880021057502056
2018-07-01,2208219,3346721,medium,low,7.581903612293079,36.445274333115606
2018-01-01,2302261,25448835,medium,low,4.125781559735399,41.89070934943893
2018-09-01,166347,2777330,medium,low,13.98870620476628,38.69626717714445
2018-07-01,315842,24858499,medium,low,7.807907479903194,36.4365598967095
2018-04-01,1010246,27614433,medium,low,11.709815754474892,37.25351775475071
2018-08-01,2350223,13339440,medium,low,8.566020846002377,34.913014887532135
2018-11-01,1899778,25859413,medium,low,6.522711068570986,35.88090321877168
2018-08-01,2604863,15882421,medium,low,4.9402986177775325,42.356868420070406
2018-03-01,2121761,29075086,medium,low,9.478383582417777,36.774736892035335
2018-03-01,2298899,13526827,medium,low,9.698349046636391,39.71736168138167
2018-09-01,2486646,13014568,medium,low,5.012437498978734,38.91324777557565
2018-08-01,728977,14784507,medium,low,6.406981441729108,42.7386248458017
2018-12-01,2204928,20003895,medium,low,13.119976876041278,39.66292267366768
2018-12-01,1666268,25678403,medium,low,13.758330632537096,39.604350281712215
2018-04-01,2919919,6611702,medium,low,11.209598079358976,41.11971081361304
2018-06-01,2801476,23398852,medium,low,6.384610145410203,44.100744026760246
2018-07-01,1583000,2717435,medium,low,7.921214750064624,40.28655946454134
2018-03-01,329886,4326638,medium,low,8.666238337896386,34.93321148630477
2018-03-01,360327,12359633,medium,low,11.753492929742814,38.25045954300216
2018-08-01,438753,18907208,medium,low,9.977313875103858,40.23830467352079
2018-01-01,2987383,27568715,medium,low,4.3877430929854135,42.57910448832251
2018-05-01,2573581,4440811,medium,low,8.936701794825119,43.791495299466376
2018-03-01,801906,15461346,medium,low,7.728126330572863,46.782048236734
2018-09-01,2314080,25425976,medium,low,9.67837866599212,41.67352067171069
2018-10-01,2707835,369696,medium,low,8.216620628342458,40.41514724314167
2018-07-01,1099613,21913632,medium,low,7.397755689842443,34.12745473653348
2018-06-01,1459841,25316417,medium,low,5.626480458542696,38.34833122001642
2018-08-01,920965,24436963,medium,low,6.823489648258821,38.40021505815751
2018-04-01,361449,22592130,medium,low,9.232760769732412,36.38756945510066
2018-05-01,1553466,15171209,medium,low,9.387170246924825,39.03428389021455
2018-08-01,2661498,6421910,medium,low,4.179568796212799,42.28530776026747
2018-05-01,2674581,13226840,medium,low,9.300678210565458,39.56128598573136
2018-08-01,2109588,10676432,medium,low,8.172137684796764,33.464766007189525
2018-01-01,985857,960581,medium,low,12.539705971771687,36.335846037454125
2018-02-01,2356831,11668995,medium,low,4.90608842049482,41.43754990792738
2018-11-01,2196297,14751291,medium,low,7.342394147305383,45.43504043011664
2018-02-01,1686397,19624963,medium,low,10.878633124285946,37.65000149081682
2018-08-01,671049,3557858,medium,low,13.975638238419993,37.99866077716081
2018-01-01,612875,26223383,medium,low,6.208485746581829,38.76123639405802
2018-05-01,263503,17272081,medium,low,10.831180771769102,35.018155889942776
2018-06-01,733236,23570691,medium,low,6.2479679582048675,39.88276338607948
2018-02-01,900159,23389152,medium,low,4.812001697851949,37.697531768968275
2018-03-01,1544316,18409221,medium,low,9.865489770000895,36.81394697740538
2018-06-01,2681031,27912346,medium,low,12.859180049350071,38.81890949211742
2018-12-01,2275032,14883417,medium,low,10.013355205300968,40.33438886986264
2018-04-01,2260316,24386670,medium,low,11.796307300589257,41.32028185790921
2018-07-01,1964446,23538542,medium,low,6.50397672962826,39.248139726001654
2018-09-01,2340441,5575083,medium,low,5.533187013763207,43.173599905622595
2018-04-01,2960653,17485877,medium,low,5.3381763319003905,40.89122819140744
2018-02-01,2774151,19689970,medium,low,7.147888523664129,38.49055519506721
2018-07-01,1713330,24309603,medium,low,4.15958454217018,38.80469366853974
2018-02-01,1620529,9938182,medium,low,8.021522076790507,38.28867994842604
2018-09-01,1280296,9667644,medium,low,7.111729188734933,39.32055028176392
2018-01-01,857718,7845251,medium,low,8.55390646984068,35.39047816273185
2018-12-01,1888901,11255698,medium,low,12.266884654646395,38.71290557589375
2018-12-01,1522163,9985614,medium,low,8.8558500546989,34.731246972334304
2018-02-01,1992988,1764236,medium,low,7.592133946714393,36.80182035478148
2018-02-01,2339813,3715947,medium,low,10.077112929890454,35.99507812655569
2018-10-01,2713316,25568850,medium,low,4.796801511549548,42.267235832972176
2018-05-01,1656634,7034821,medium,low,13.565459947388112,40.774447814653286
2018-06-01,1769420,12083697,medium,low,4.687426135736555,40.978181896058224
2018-05-01,2211736,17268273,medium,low,9.283958617714273,41.77185513975272
2018-10-01,2365883,16345193,medium,low,12.459383107760916,40.18218526075439
2018-04-01,313801,25595499,medium,low,9.315596205831843,35.50865784981098
2018-11-01,2400397,25084159,medium,low,8.6610594338477,35.051563526383205
2018-08-01,332072,19111217,medium,low,7.028487979078667,43.92791389972906
2018-03-01,907199,21864131,medium,low,9.211485238667375,43.391270119589535
2018-10-01,1918850,4004607,medium,low,6.085872526804808,38.099945674683184
2018-04-01,1866114,14478908,medium,low,6.857954906814319,45.47655632483471
2018-11-01,1345516,3117334,medium,low,4.404938761455883,38.87412620737834
2018-04-01,736551,2415173,medium,low,14.191274882104159,36.73688403910792
2018-09-01,771389,13743575,medium,low,10.321508067837055,39.13144297288965
2018-05-01,1137347,25513841,medium,low,12.955254474833378,40.1062373326275
2018-09-01,1553323,11310388,medium,low,8.630911370512468,35.2290015061254
2018-06-01,2877386,28642020,medium,low,10.23038039670092,40.16077855926816
2018-08-01,2181173,15770070,medium,low,10.058961238541105,38.520534872239594
2018-04-01,476005,20982996,medium,low,4.295802543922053,41.770307935817684
2018-10-01,2244627,12727957,medium,low,9.64712926701965,35.618491631639486
2018-03-01,1445041,22637435,medium,low,12.719231101079806,36.29965529718786
2018-05-01,2197606,3762694,medium,low,7.346181487605376,43.38739607861956
2018-11-01,173080,12462199,medium,low,7.124847548453016,34.40259844188033
2018-11-01,854071,25255699,medium,low,8.108859610588691,37.64995615969354
2018-10-01,609383,21874150,medium,low,7.53131817266445,43.51705678826261
2018-06-01,1526713,2662937,medium,low,10.409957301678926,35.850196774843155
2018-02-01,530456,22510827,medium,low,12.015035842148272,39.49342642027448
2018-12-01,1423243,16327618,medium,low,7.893189621351264,42.75576030692985
2018-01-01,113217,16841837,medium,low,5.7744220751848125,36.07947796336133
2018-02-01,2411106,3148659,medium,low,7.10621114548179,36.237254703185975
2018-01-01,1463888,1009522,medium,low,7.1266440442335615,40.93181591204426
2018-11-01,2249726,1365665,medium,low,8.82315963893155,42.659023454857824
2018-04-01,1830962,3983241,medium,low,13.578068459082493,40.067619457118965
2018-12-01,2891225,29010501,medium,low,9.774595295161717,40.5065090013139
2018-02-01,1021589,24582117,medium,low,9.971794708533828,38.53790099651875
2018-06-01,480478,16404430,medium,low,5.66818470967296,44.014926503693026
2018-07-01,2455006,25269477,medium,low,7.371056057793554,38.517326010075585
2018-05-01,2331647,12868174,medium,low,12.496826101871514,37.75928312524815
2018-11-01,723042,12680147,medium,low,9.983769447149326,36.19759621350916
2018-06-01,2518073,4883470,medium,low,9.77620436682145,39.49491704894405
2018-06-01,2932347,12626348,medium,low,10.364812844971956,39.24799089140598
2018-08-01,1281867,14124789,medium,low,6.4254779324661495,36.23257510017356
2018-07-01,508946,13148151,medium,low,9.491497528361219,34.678963919476665
2018-07-01,1488247,2635555,medium,low,7.188525844840392,34.93344336406229
2018-04-01,2410441,20858934,medium,low,8.804925819436829,41.555587060764395
2018-11-01,2022480,19099182,medium,low,8.054185876483807,33.305411102575846
2018-07-01,2835828,10912691,medium,low,4.684121304465616,41.17302182969952
2018-10-01,2235776,17532952,medium,low,5.358830679139388,42.75142995594369
2018-08-01,1487436,6020866,medium,low,8.560392876314285,44.386055305215926
2018-06-01,282203,25286338,medium,low,9.816934982921282,40.343180586770686
2018-03-01,1248002,4648166,medium,low,7.533807208317654,46.326236482180036
2018-06-01,393577,11213763,medium,low,5.196958086543441,39.73709664705319
2018-02-01,1917226,25516326,medium,low,8.365140139418529,38.09256155433151
2018-01-01,2206563,25726017,medium,low,9.569998035484677,34.34490969590485
2018-02-01,222903,11068633,medium,low,7.86209955940768,41.379381670010744
2018-10-01,1554012,2319139,medium,low,10.414546914150634,35.28017879457647
2018-07-01,503055,10140408,medium,low,4.915053044638168,43.1096239620655
2018-10-01,2747681,22166989,medium,low,4.569025181025698,40.3170053644428
2018-06-01,2370820,2899076,medium,low,11.693883545498782,40.88331062767406
2018-06-01,1101014,14844040,medium,low,7.759184869177642,45.39852480048906
2018-06-01,1410757,10122169,medium,low,13.035743032864064,36.77065096596506
2018-05-01,983217,25736468,medium,low,7.090801734250464,37.509569835359045
2018-09-01,2151134,20492164,medium,low,9.022277702271648,42.533751444844576
2018-05-01,268682,17865760,medium,low,11.393959308847222,36.02987170618749
2018-06-01,633056,1772610,medium,low,7.150722360973036,43.524217514587804
2018-02-01,1484473,5299274,medium,low,4.207785317913193,40.4732619426268
2018-03-01,2908976,13251170,medium,low,6.901623297651799,39.944635773909575
2018-03-01,1701316,28031344,medium,low,10.149082328133996,35.00477077017822
2018-03-01,738014,20705609,medium,low,10.71314227120413,38.88570196711651
2018-06-01,2604796,17343390,medium,low,6.171592146913911,42.93591370339108
2018-03-01,2026054,17735115,medium,low,4.811584302101409,39.0573382517497
2018-03-01,2660424,19977229,medium,low,5.303949179969471,42.17802969720142
2018-02-01,1992867,5511126,medium,low,13.877587888642585,37.37072575874896
2018-04-01,594021,9663564,medium,low,11.582708940371893,40.17809790114328
2018-05-01,2906873,28126301,medium,low,4.792372802156916,36.10616798673101
2018-06-01,2497833,27310412,medium,low,11.29291106591672,40.467942387664664
2018-12-01,2613752,26695151,medium,low,5.968617647091142,43.36431603294214
2018-08-01,2489187,29278280,medium,low,5.944095980324681,40.839534439389
2018-12-01,378746,13747764,medium,low,8.870934433603118,38.14200984544641
2018-04-01,1228714,19630282,medium,low,8.928482502406734,39.87267068326672
2018-12-01,1615001,12633946,medium,low,5.596661091973042,39.35362876250682
2018-05-01,2552060,13955888,medium,low,6.961580750376218,36.22450760650058
2018-09-01,2637857,16252388,medium,low,13.0210939933641,36.742205549894116
2018-05-01,254339,17363756,medium,low,8.292236921478803,37.60157868215024
2018-03-01,1468204,28960578,medium,low,5.635565970313608,43.1010592162673
2018-04-01,2421091,16096528,medium,low,8.996095383502173,36.778580161308646
2018-10-01,1731494,5288866,medium,low,7.923262196386095,33.04652268961504
2018-05-01,2115707,8183109,medium,low,11.897151692720994,36.85436467583803
2018-09-01,297622,19009818,medium,low,8.285407764047534,39.99394782379616
2018-10-01,2020687,17884581,medium,low,10.826215553094585,41.95642619307619
2018-10-01,1250738,20705515,medium,low,13.21331481540725,38.35910572320347
2018-12-01,1506647,7840454,medium,low,7.3834952178259154,43.91975283714751
2018-12-01,2491076,23933564,medium,low,5.350266519640529,35.918774253454686
2018-11-01,2690745,20514983,medium,low,4.025918432093623,38.63573056840359
2018-12-01,2641458,5575197,medium,low,7.418239760437924,47.23076004826894
2018-03-01,2415585,20850986,medium,low,8.674749958792006,37.10690034780702
2018-01-01,2873665,5867919,medium,low,9.690231139088379,36.79287635799044
2018-02-01,632731,18680486,medium,low,6.358503326822079,46.07518238183053
2018-10-01,1329142,19674811,medium,low,8.458622759997986,45.315181969534216
2018-12-01,213562,5060758,medium,low,8.793387367919895,34.733403308857554
2018-01-01,231300,28784779,medium,low,7.749123018050416,35.31570732444883
2018-11-01,247231,22402007,medium,low,5.103018863809991,40.57282370330649
2018-08-01,2690406,301974,medium,low,4.116836068702089,38.23164029311421
2018-06-01,2365025,4167756,medium,low,4.994714493311312,43.290810247216186
2018-12-01,1260036,18995633,medium,low,8.923491819725431,40.568900001301465
2018-09-01,1727787,1666288,medium,low,4.480299878437046,37.16691160356754
2018-07-01,2214996,17667464,medium,low,9.201016284432978,39.20805122641341
2018-07-01,2175514,22212585,medium,low,6.147270263994015,40.46221709345136
2018-12-01,1281322,4866515,medium,low,13.770252842224465,37.21677503737202
2018-08-01,2621372,27712648,medium,low,6.6318088922080065,41.97043534184716
2018-07-01,1567381,18783121,medium,low,5.48583660976981,38.28616995336282
2018-02-01,1071946,14869230,medium,low,8.307392527111531,35.87887869780855
2018-09-01,351227,8746931,medium,low,6.981150368164229,34.98473385076061
2018-01-01,2057374,6165122,medium,low,7.048031136335172,46.54670192129844
2018-09-01,585252,12944835,medium,low,6.464748594710061,41.85601479632662
2018-02-01,1404524,957613,medium,low,14.372230595083158,37.378721284307446
2018-02-01,2898740,27012753,medium,low,6.2093543323216185,43.70583682829211
2018-12-01,1148130,24085559,medium,low,6.493565831880605,42.68273672863458
2018-07-01,1977158,9564887,medium,low,7.998756598638144,45.145696635714806
2018-02-01,2210999,14675312,medium,low,11.874733322898223,39.338229108933255
2018-03-01,300891,1925186,medium,low,8.019067212033102,37.90466584318173
2018-04-01,1056897,20001665,medium,low,7.714885667062217,33.8370083740648
2018-02-01,1679138,22479227,medium,low,7.924123787751986,46.07385076499635
2018-02-01,1669856,21830276,medium,low,6.080185250737599,45.24715608952789
2018-11-01,663989,23718117,medium,low,8.327781688368558,42.49591516702029
2018-01-01,1808420,24854217,medium,low,6.055626999329634,42.95344983530229
2018-01-01,1475024,29718301,medium,low,3.790235043308775,38.391018343495
2018-04-01,2165580,13432209,medium,low,6.0694101080805325,43.09730937059393
2018-01-01,625656,24715169,medium,low,8.360378838572847,44.81634858456542
2018-09-01,2460610,12379827,medium,low,7.42037553272696,46.341040905070656
2018-12-01,1003661,24417296,medium,low,5.897644664355736,37.67260165306447
2018-08-01,1036616,18706330,medium,low,5.318616621532693,40.22387671826705
2018-12-01,1222218,20537221,medium,low,13.742031808248335,39.65540870066168
2018-12-01,617749,12349295,medium,low,9.237822289270738,39.10784063672192
2018-07-01,2606281,20236690,medium,low,12.337621555145835,42.07993177098317
2018-02-01,1186789,15497430,medium,low,8.077048848102688,42.59389381956041
2018-02-01,2681456,7192149,medium,low,4.079342693068233,39.45990687629264
2018-11-01,2232655,6111234,medium,low,3.9640042024961417,39.73155497029116
2018-03-01,1403595,11619397,medium,low,11.945317078738027,38.09069068666566
2018-12-01,2798969,25725700,medium,low,9.081640981448658,34.97037431932789
2018-06-01,2120432,25212293,medium,low,11.717604151974296,35.278102254772264
2018-12-01,2573034,29270322,medium,low,8.002286168656656,36.84492008431662
2018-11-01,1758202,25467665,medium,low,9.03721843689214,43.13320927533092
2018-05-01,215283,16321014,medium,low,5.833071304846694,35.71556241531519
2018-05-01,530350,16500935,medium,low,11.720198089145521,40.802765746561406
2018-08-01,107410,14415618,medium,low,5.04612382345735,43.94323166269808
2018-04-01,2242568,4741435,medium,low,9.051656641394189,37.15344254530624
2018-01-01,1290149,21454274,medium,low,6.075770024706092,39.89276338630549
2018-01-01,1614246,18753459,medium,low,6.5776165744093,41.79027233218845
2018-04-01,1540772,13309598,medium,low,10.592163729200777,38.75117550710678
2018-11-01,331380,16395142,medium,low,6.599830492858432,43.86792325979596
2018-11-01,2766529,7897808,medium,low,10.353184688826438,35.83542824977458
2018-10-01,1064178,23997303,medium,low,11.52646896185293,38.26700212894084
2018-05-01,135214,26856576,medium,low,12.78347224427047,40.426839853532684
2018-11-01,1361729,19272895,medium,low,6.29691152155296,40.736774838969346
2018-05-01,2477201,21813276,medium,low,10.838982668498875,41.68121077222072
2018-01-01,1724603,4413062,medium,low,6.865873945488968,39.037556209058785
2018-05-01,2434267,26929945,medium,low,10.377015108545418,39.61058935114177
2018-07-01,1006799,27715395,medium,low,4.379710528505684,37.781635739352666
2018-08-01,1803986,5737772,medium,low,9.293004486654855,37.536136521807705
2018-04-01,2315770,8686581,medium,low,9.61356157181882,37.44353617035121
2018-04-01,1563370,14633513,medium,low,12.141735568863112,40.39141622622348
2018-09-01,2844483,9905516,medium,low,12.247823710795592,38.400015615291004
2018-04-01,1099972,10128191,medium,low,8.690350916780922,35.456587459463904
2018-07-01,266770,9451540,medium,low,11.66030233289327,41.11054439136276
2018-04-01,604110,7845122,medium,low,8.888602076890415,34.64055124943285
2018-03-01,1000403,27842546,medium,low,10.951746508997177,37.05619062990074
2018-04-01,2477550,3949608,medium,low,5.6749108534314905,37.42025843968505
2018-05-01,2103711,29098578,medium,low,5.538665603934038,38.868511764299676
2018-01-01,2720504,6735530,medium,low,7.055628027321567,40.6198563485386
2018-06-01,2253996,17160574,medium,low,13.374242864530652,41.2668939743787
2018-02-01,877857,11486007,medium,low,9.874714975732278,37.26342935237333
2018-03-01,1715244,7317774,medium,low,6.713572565862778,43.83920513707757
2018-07-01,2986059,2250518,medium,low,9.10475182323059,41.47604108025179
2018-12-01,1163499,2973615,medium,low,5.7255402065596845,44.88937405284202
2018-02-01,1783813,25432014,medium,low,4.018290803966123,39.478156526028116
2018-04-01,1581172,20539960,medium,low,10.716653255379322,35.67565115125926
2018-05-01,2600966,4575612,medium,low,5.804192839018354,45.71253542958823
2018-12-01,1831686,24116741,medium,low,11.763649339030705,35.93193470024582
2018-09-01,1390656,19771852,medium,low,10.257380718171639,41.763580802868674
2018-01-01,217810,20369933,medium,low,6.272156147934197,37.681961147600205
2018-11-01,1772972,16614259,medium,low,13.615468646928226,40.691442465792875
2018-05-01,1300607,8622889,medium,low,5.946311243064107,37.90714376988794
2018-04-01,1502544,28460504,medium,low,8.451837163628062,38.05387777034449
2018-06-01,752169,22447958,medium,low,11.809723876191377,38.792248590078486
2018-02-01,277838,26627735,medium,low,7.22178572559889,42.17757790146628
2018-07-01,496536,19632478,medium,low,12.44089128364977,37.565829895589715
2018-04-01,549292,22257724,medium,low,10.561301467929294,36.89619805509513
2018-04-01,2936139,11466547,medium,low,11.664036544836364,39.54146188230817
2018-02-01,2108307,26939599,medium,low,7.536815966831828,39.42095222782122
2018-12-01,1075247,14034297,medium,low,10.690830955786819,37.35547481510662
2018-06-01,1134341,19534116,medium,low,8.662902089821714,38.77551991546103
2018-05-01,573138,28079080,medium,low,10.545193483376988,37.65131685491557
2018-07-01,1960658,24975192,medium,low,11.863504413636111,36.0518191652345
2018-11-01,2893151,13932972,medium,low,9.021156156936886,34.57018721507305
2018-10-01,1411816,11682277,medium,low,5.602726366821864,35.83966831717608
2018-09-01,1570809,8260805,medium,low,8.001269369231345,35.27321941074291
2018-04-01,397000,25292524,medium,low,8.215734190987575,39.05434897562473
2018-08-01,1556064,24354089,medium,low,13.75890786138234,41.12955639073928
2018-02-01,2746951,2246679,medium,low,5.615589999337699,40.4821379862941
2018-11-01,691465,12141171,medium,low,7.549227962765956,44.237508869676475
2018-07-01,2862904,19469074,medium,low,9.81420671113408,37.4293712960068
2018-05-01,2467954,2302631,medium,low,14.2128750468503,36.995528278150374
2018-07-01,2002244,6589895,medium,low,11.628143341861533,36.676114862498714
2018-01-01,1330917,7262600,medium,low,9.991614397244035,37.59433907031859
2018-03-01,627317,18921031,medium,low,4.783445605751149,37.48785473357418
2018-11-01,112840,2029269,medium,low,7.149877996496867,34.36605889696164
2018-12-01,354768,21571394,medium,low,6.058307924686282,39.63573386668941
2018-08-01,289089,19938529,medium,low,10.225249294025957,41.20596609743643
2018-12-01,2418528,19242514,medium,low,10.048155757878572,40.01212143471921
2018-12-01,2724215,27485091,medium,low,8.592025581088231,40.120235208890456
2018-11-01,1462834,26927021,medium,low,6.469387032918977,39.356621277194186
2018-01-01,2721929,13260247,medium,low,11.67503377409805,36.92306130279923
2018-09-01,1130605,5926348,medium,low,9.640893757729943,35.307144197796624
2018-01-01,1336156,1815986,medium,low,8.898001115872505,43.25460646390887
2018-05-01,2766419,27696384,medium,low,10.669489370767323,34.497177073611894
2018-03-01,200986,20009643,medium,low,9.841051163472589,39.122874348142034
2018-01-01,2360614,3019048,medium,low,5.714749302591521,35.625779300930134
2018-07-01,277990,6289862,medium,low,9.27231007579665,38.944130593276206
2018-06-01,1716072,15004530,medium,low,8.61710303944131,36.78570364107757
2018-11-01,582423,17899368,medium,low,8.356400256221116,44.20004286934186
2018-09-01,2199417,27190798,medium,low,9.208861762414466,42.45578907500779
2018-07-01,2408537,20570950,medium,low,8.769111851650077,39.06671422493316
2018-01-01,748594,25525596,medium,low,12.598330041269596,38.666311627345785
2018-09-01,1947594,1071823,medium,low,9.82027843904574,43.19176035688472
2018-01-01,1796604,8109126,medium,low,5.043263361774785,41.97611237683891
2018-05-01,1884887,9056941,medium,low,11.264406124222628,36.77822390400536
2018-01-01,2509736,11978957,medium,low,10.700750556932118,36.72781769982584
2018-04-01,787452,25908259,medium,low,6.081204590042858,35.18238433184553
2018-12-01,1563632,17320353,medium,low,4.669606746781994,41.229283828750674
2018-08-01,1300431,19323629,medium,low,12.739485555463498,38.26105232488694
2018-01-01,1542676,917894,medium,low,8.952377371349417,35.506407290960276
2018-06-01,575553,29683958,medium,low,9.382422690750486,41.04889342114289
2018-11-01,1971255,17731573,medium,low,4.688975785150108,41.535350348747
2018-03-01,274734,4888911,medium,low,9.447227004984672,36.96350743250281
2018-03-01,502945,9975500,medium,low,5.472282229174468,44.97570771038609
2018-12-01,546056,24918380,medium,low,12.592074592860827,40.54545480431418
